"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FTOP1",10.9062451614258,-0.51339174793013,0.153029250664533,0.000181899831461657,0.00104472655288752
"KCNK6",229.640003122655,0.222568863619496,0.0604155069146121,0.000182769677144862,0.00104938544967443
"NSD2",208.544111418174,0.244250731404802,0.0665290707898955,0.000182944158291932,0.00105005015117176
"SRGAP2C",21.2259973286806,0.644247073806441,0.283330123082244,0.000183136999376342,0.00105081977345071
"PRMT7",116.335746309526,0.374940129639972,0.105233007419881,0.000183275985840228,0.00105127998933691
"GCNT4",37.3872098854576,-0.534524857389257,0.161779253300169,0.000183645872411097,0.0010530639397475
"PSMD2",273.913297872146,0.243531166954279,0.0663475086043047,0.000183824998075063,0.00105375323415785
"CTC1",557.360267863691,0.264256149051359,0.0722555830061134,0.000183959256690026,0.00105384731130721
"TRIO",234.664778182051,0.34314616071306,0.0954706042659343,0.000183918861351148,0.00105384731130721
"NSA2P5",2.85020719653974,-0.648774466630946,0.260437895562783,0.000185017290032125,0.00105956907852211
"THAP4",60.0548718975814,0.432880343707648,0.124115762932109,0.000185715554229954,0.00106322749276656
"ZFP90",113.219175360622,-0.37244430958106,0.104566969428782,0.000185955004081436,0.00106425767935887
"SRPRA",475.571997054714,0.201324953100718,0.0545561708169281,0.000186084938897644,0.00106466063089711
"SLC43A1",48.9991461430422,0.378903800996773,0.106602262746789,0.000186209908170259,0.00106503492408861
"MUTYH",38.7582742506401,0.478657601041951,0.140246234770591,0.000187545826029171,0.00107233283201142
"HSD17B11",344.91538128094,-0.471794907527256,0.137797708501689,0.000188218917586344,0.00107583743721054
"RPS7",244.238184830382,-0.622433433069661,0.210363240920836,0.000189338105077487,0.00108188882086609
"PSME4",402.4916928408,-0.306149365711798,0.0846009736459222,0.000189537608368013,0.00108268288906481
"CYP2R1",54.0128128001217,-0.337656937785348,0.094027088405746,0.000189835186531601,0.0010836904918984
"VPS9D1",154.706979249436,0.536167609207561,0.162979868790595,0.000189805739076335,0.0010836904918984
"NT5C3A",63.1847148330661,-0.595034515129914,0.191868496778719,0.000190346045854471,0.00108626006065961
"LRPPRC",155.96059431677,-0.364307786448295,0.102218261904392,0.00019045131697773,0.00108651413210421
"MAFG",115.267564220008,0.32009109924948,0.0887731506121357,0.000190569087943016,0.00108683932967501
"ZMAT5",44.0415724130899,0.504904760720364,0.150338599917754,0.00019070777946804,0.00108728359444881
"AIF1",200.904641401704,-0.432001335274424,0.124090957100725,0.000190919085645202,0.0010880754363469
"SNX5",186.479001031547,-0.283378130613739,0.0779740340143306,0.000190968341889456,0.0010880754363469
"YIF1A",42.2221388513353,0.441420881052767,0.127300467074899,0.000191088138297284,0.00108841125905953
"WDR91",130.841330932788,0.256238415640924,0.0701588027731695,0.000191398153569106,0.00108982998299378
"COPS8",44.6957202110584,-0.448024763983617,0.129608428094606,0.000191734585651156,0.00109139817452926
"SLC44A1",144.208293128446,-0.239481595178906,0.0654014074957583,0.000192047324896405,0.00109248295348989
"ZDHHC13",60.7322938405191,-0.288260228885862,0.0794272735091963,0.000192023022867931,0.00109248295348989
"CTSS",1323.79145333792,-0.427763917259416,0.122759350172526,0.00019276663568833,0.00109622616193507
"DDX3X",1655.80723607358,-0.381057262009287,0.107580861193884,0.000193231847416471,0.00109852243834825
"CSPG4P11",7.6586155165479,0.6358984466403,0.224737446779936,0.000193807670684499,0.00110144588185328
"GLT8D1",50.4465907238294,-0.387130765133766,0.109547873455902,0.000194138580890821,0.00110297602262781
"GALNT4",71.1321982927305,-0.361535961320476,0.101510924524334,0.000194311142834814,0.00110360583982237
"RBBP8",24.3741196640446,-0.503562502895449,0.150073736474421,0.000194444068593152,0.0011040102116789
"MICU3",8.38605909818038,-0.606805642444425,0.199731678449123,0.000194574052831062,0.00110439763087386
"IGHM",1241.07966300648,0.577132638814761,0.182600125621755,0.000195303223823971,0.00110818469482605
"AIP",159.461981282992,0.342891757246232,0.0958472572442063,0.000196170107380575,0.00111239770783183
"CUL3",354.895868978152,-0.261664982503314,0.0718379439277619,0.000196124459316366,0.00111239770783183
"MIGA2",125.942671082576,0.378284409362594,0.10684547045463,0.000196619545585743,0.00111459289153756
"INTS10",146.278199521324,-0.239721574866556,0.0655869903384302,0.000197008163667831,0.00111644201749023
"DUSP8",28.7984082329869,0.503056902054206,0.150127740324946,0.000198154108553105,0.00112258037107136
"ZSCAN25",171.230162081878,0.262800823011174,0.0722391784698518,0.000198992872131576,0.00112697514821825
"CYP2T1P",85.269777723727,0.398949761800886,0.11356026818632,0.000199079599885691,0.0011271094156238
"IPCEF1",326.436216086568,-0.274577502094269,0.0756660622857148,0.000199818230969972,0.00113093324711961
"SACS",155.114593693275,-0.444619170268885,0.128910899747466,0.00020075470894603,0.00113587408082877
"SNX20",634.474231160365,0.376608234579702,0.10649837844094,0.000201103766881507,0.00113748920641232
"VPS13B",315.558998162178,-0.433596844469029,0.125153118085401,0.000201215883939342,0.00113776354228743
"LY96",10.0123167852437,-0.62661379519011,0.216449752943271,0.000201738819499037,0.00114035991995584
"TSPAN4",53.9427547942173,0.447896985347781,0.13010623672338,0.000201855532695142,0.00114065914763116
"GGT1",56.9500504496894,0.508575620195905,0.152559783935632,0.000202072531443098,0.00114152470778895
"IKBKB",448.342736425875,0.20942111525808,0.0571868171377916,0.000204529079744527,0.00115503713016447
"COX7A2L",108.169487361744,-0.266723965132585,0.0735179512091549,0.00020466301202179,0.00115542865214953
"KLF2",84.3534066784741,0.530169186242515,0.161612112005767,0.000205002921739172,0.00115698240937365
"CDC27",218.720023594174,-0.361413974536767,0.101920615801397,0.000206042778122975,0.00116248425448877
"SMARCAD1",63.3574020477514,-0.409969659694149,0.117476317620606,0.000206162628877513,0.00116279363528046
"NUBP2",98.8296377711294,0.406686866205022,0.116426410636449,0.000206849292187816,0.00116629873605898
"SNX6",158.237160066062,-0.352274146540833,0.0991229224769884,0.000207133145438206,0.00116753113966666
"NIPSNAP3B",10.9489574377117,-0.549829248951596,0.170484090417132,0.000207749392696142,0.00117063575563028
"SLC48A1",210.162123915291,0.472926352574187,0.139366885702175,0.000207916681812252,0.00117120940290146
"ADAM19",129.543114720199,0.462457750277181,0.135645402543709,0.000209223785547812,0.00117820132384213
"GPR180",25.3987555825715,-0.513898216505814,0.155206604454271,0.000209674214729762,0.00118036617262883
"POLR2B",242.634818178737,-0.327054444482718,0.0915080650465478,0.000210018461049103,0.00118193208806268
"RNF152P1",4.40502724268526,0.640811872208167,0.24009494463942,0.000211031409788508,0.00118725912679064
"TOMM40",90.047593117178,0.356334447797151,0.100537727319932,0.000211478842154128,0.00118940223016559
"PTGES2",65.0322125404078,0.495848833081855,0.148197729275333,0.000211587831793443,0.001189641110225
"HAGHL",25.4735517660259,0.539155092556728,0.166103737004308,0.000213012925415662,0.00119727723791927
"ZSWIM7",40.1697719976803,-0.348836320027831,0.0982719114334761,0.000213133501979696,0.00119757859971941
"NFKBIE",50.1898308919128,0.386335478602903,0.110097503241491,0.000213578882294698,0.00119970424304041
"AFG3L1P",108.505714851004,0.282813595375619,0.0784514819107318,0.000214071224362924,0.00120209225988411
"FBXO30",91.7163749027721,-0.362968737091054,0.102708762877584,0.000214245195973105,0.00120269156622065
"CUEDC2",60.2208216851777,0.383114747722757,0.109113252024874,0.000214824917146139,0.00120556750648217
"CNP",249.415963100898,0.316797437329827,0.0885958136851908,0.000215874618785984,0.00121069851269593
"PGRMC2",23.0251644707584,-0.519953566108828,0.158105272437051,0.000215836303573307,0.00121069851269593
"LGALS9",618.994271921294,0.496538617509254,0.148740387801949,0.000216065045133297,0.00121138662451693
"FAM200B",68.3862011648401,-0.482238654721504,0.143293067304903,0.000216228400878598,0.00121192257903909
"BMS1P2",7.78246208792441,-0.641529842719379,0.256235623854753,0.000217790982759215,0.00122029815997762
"ANTKMT",33.665879285363,0.503187257406155,0.151655312033552,0.000221054914845592,0.00123819829377182
"ZNF76",131.36335304157,0.345602481975659,0.0975494471819406,0.000221296865717556,0.00123916544876597
"PSMG2",54.0321109943292,-0.334462323131107,0.0941299870229404,0.000221498038298864,0.00123990372925671
"PTGDR",38.5568736846186,0.565269114923564,0.179131101325902,0.000222423618811961,0.00124469537623652
"RAB1A",190.898669145096,-0.36138624509272,0.102522447646146,0.000222928491546518,0.00124713045708773
"PTMAP12",1.07705503594172,-0.593668428834891,0.79146515753761,0.000223898885825489,0.00125216747122854
"FAM240C",5.45832651185296,0.629357633872948,0.224478168794557,0.000224485456906665,0.00125505545382172
"MTMR4",246.217526586307,0.224021351624796,0.0617148761297907,0.000224807084737373,0.00125646084703998
"ZNF10",19.9415764170849,-0.497513059199258,0.149710307148497,0.000225839825967391,0.00126183857776532
"PRKRIP1",110.995936173285,0.295530301798374,0.0825238082382615,0.000225951822177406,0.00126207006234944
"HMGB1P5",7.56950628664932,-0.600550576235809,0.394504841798471,0.000226740581426335,0.00126608033056822
"CXCL8",22.0417583159314,-0.636768279953591,0.237795997042873,0.000226861634160909,0.00126636090105114
"STRIP1",190.092900174695,0.217784256871704,0.0599830516240683,0.000227053396397948,0.0012670358797433
"RPL27A",667.838979066726,-0.443521723804131,0.12995808555051,0.000229716030948399,0.0012814944521248
"CMTR1",292.912907508213,0.392344735104219,0.112690475213959,0.000230128401045544,0.00128339459080123
"PRMT3",49.0626426516843,-0.315495351795494,0.0886285185059622,0.000230318698781961,0.00128405546375168
"RNF32",20.0883201416631,-0.406966146060962,0.117524892376928,0.000230660740048396,0.00128556165028531
"SELPLG",411.389952801684,0.600696953873526,0.200407228915618,0.000231242359681893,0.00128840174545503
"CEP192",299.807520633023,-0.241646804856116,0.0669001056459962,0.000231546374045881,0.00128969383363768
"FKBP8",8928.5903112289,0.606928814817489,0.204877913087372,0.000231706642815478,0.00129018471567709
"MAPKAPK3",512.221478079683,0.283499839642672,0.0791206139216388,0.000232209651314055,0.00129258313531026
"NR1D2",108.74320761724,-0.389212686388458,0.111756040400177,0.000232375720317934,0.00129310508957257
"ZDHHC24",149.934265644172,0.301080632099944,0.0843727888013524,0.000233175709832974,0.00129715321006617
"KAT2A",90.2176116980331,0.413844468174669,0.119996919926711,0.000234894817025249,0.00130631026197033
"ELMO2",239.949209850833,0.263345749909311,0.0732753907540321,0.000235327421308659,0.00130830927264699
"GNG7",92.5810571980965,0.410435155445734,0.118887418336007,0.000235732913588441,0.00131015635784005
"ZIC3",6.93295040816724,0.625066022831767,0.221966389643569,0.000236290978173487,0.00131284999833266
"SLC35F6",184.642808194725,0.250016311780287,0.0694307782753196,0.000236864635593016,0.00131562857378295
"CRB2",18.1358336951761,0.469753436382251,0.139815325831117,0.000238037312307432,0.00132173155250494
"BCOR",144.118850901036,0.502137840414194,0.152269804226946,0.000238181530568672,0.00132210045730204
"HNRNPUL2",4.79973823058036,-0.636879931345537,0.245976629976942,0.000238251594849566,0.00132210045730204
"PGBD5",10.936272197805,-0.591605248276126,0.195333996086824,0.000238628093455798,0.00132377898618392
"SLC2A4RG",133.775844452941,0.471934854469095,0.14067718627591,0.000239054558529132,0.00132573357497474
"MAPKAPK2",101.557880582987,0.365125191324144,0.10426206752783,0.000239197032625841,0.00132611250108902
"PKD1P3",52.6798773184149,0.613237475175209,0.210955045464029,0.000239471869507972,0.00132722478653551
"NDUFAB1",24.3056547373624,-0.455192223023111,0.134582097236826,0.000239764622995404,0.00132843565126171
"SLC35G1",21.5890969792971,-0.473644360317248,0.141357626394547,0.000239888031506089,0.00132870778677188
"C14orf28",10.7903263170784,-0.544791646474163,0.170691075182498,0.000240311905346551,0.00133064347588949
"CARM1",321.656058731118,0.59068299864802,0.195156882047687,0.000242371134269913,0.00134163037338824
"ZNF782",25.9983437712439,-0.533862435101256,0.165903645718401,0.000242763376814945,0.00134338582745523
"PAXX",66.2797407026638,0.41740230271613,0.121523188681675,0.000242851939392122,0.00134346023384723
"MVB12B",72.139101377548,0.430954026909516,0.126210151486991,0.000243890058927473,0.00134878593194739
"HMGCS1",63.3316874239753,-0.312276437351423,0.0880384437576729,0.000244126094435226,0.00134967394095023
"DHPS",120.438921607042,0.302064537525083,0.0849656018087784,0.000244480783896102,0.00135121718788065
"BMP4",2.78160513191054,0.630857739557042,0.278262386188282,0.000245370930365391,0.00135571797639327
"TNIP1",1149.90418001298,0.350180931770132,0.0997661265267129,0.000245916368231379,0.00135831199685553
"CYCS",17.9734109628448,-0.573811704777829,0.185701480515399,0.000246200099446571,0.00135945933269587
"FSTL3",20.5857250074516,0.53760616053251,0.167881063912538,0.000247117887415622,0.00136410599272482
"ATG13",339.073088705254,0.191769796109653,0.0529666060068603,0.000248344380509734,0.00137045333089065
"ABRACL",45.6231448576036,-0.423708428490293,0.123936747976534,0.00024928490332105,0.00137479509586709
"ARPC1B",1031.45581991348,0.319236225482237,0.0902934736294255,0.00024921789412082,0.00137479509586709
"SCYL2P1",20.0134384539121,-0.47048090916333,0.140661515014893,0.00024955523229591,0.00137586169223562
"ATP2A1",8.17122612180206,0.601247425387304,0.203048154340474,0.000249898807063854,0.001376482957911
"EEF1E1",18.1452506480366,-0.515150122641152,0.158288062915363,0.000249845400924205,0.001376482957911
"SMG5",380.362453021909,0.335620611402979,0.0953494666703494,0.000249887684754939,0.001376482957911
"CTDNEP1",430.424037963316,0.289180077057216,0.0812457956632236,0.000250067288053193,0.00137698689865498
"ZZEF1",1027.62016005164,0.198104013370392,0.0547983144577161,0.000250672733278986,0.00137989591711132
"NTRK1",3.99998368908153,0.62654386352995,0.227341352552236,0.000251445041788057,0.00138372140688597
"RIT1",187.292045708609,-0.37827682572657,0.108901635004007,0.000251732824783009,0.00138487898223443
"SMAD3",379.226675851436,0.292522780163285,0.0822967577818084,0.000252205087700094,0.00138705042851051
"TRAPPC14",360.325230323249,0.366969669200373,0.105303853129501,0.000252925905622187,0.0013905870956203
"RNF213",5468.17071835382,0.542505116920632,0.170553521302757,0.000253261959298391,0.00139200680456414
"SYNJ2BP",96.0480512319939,-0.316472701125855,0.0895678291890661,0.000253575088566642,0.00139329968018875
"NPEPPS",556.672877713653,-0.340432022406981,0.0969943414339418,0.000255045261499568,0.00140094732859944
"ANKMY2",30.0332915855058,-0.396103209236213,0.114873864127528,0.000255617229078084,0.00140365801107201
"MRPS35",39.0437578272811,-0.428044904704709,0.125694641558303,0.000255712014482306,0.00140374750737141
"CRACR2B",11.1528383237966,0.612016381754805,0.212367886954694,0.000256060711285061,0.00140479933169733
"PRKCE",124.091779182932,0.33527630997627,0.0954203854217624,0.000256058171507157,0.00140479933169733
"WRAP73",116.755515239758,0.236331763499903,0.0658522489098095,0.000256231049683693,0.00140530276712446
"ADORA2A",119.691931568906,0.458992042049782,0.136805232620878,0.000257825140538786,0.00141317886562556
"GATC",126.319615819972,-0.264147378041575,0.0740023106789136,0.000257785039268611,0.00141317886562556
"HLA-F",1020.5178830129,0.374635826177711,0.107947477633302,0.000258408276531624,0.00141594118436522
"DGKD",216.780109593805,0.444884179136897,0.131742911910036,0.00025870694412201,0.00141714355149224
"SPIN1",75.4676354419022,-0.300956320266062,0.0850007876259091,0.000259092448004253,0.00141882070806983
"GTF2E1",54.7781525908345,-0.323589834052495,0.0919018753331383,0.000259335923260529,0.00141971931053399
"PAIP1",48.6419291257207,-0.402085693455427,0.117026355377296,0.000260069447145164,0.00142329928463625
"FOXK2",220.030483045263,0.281044364544726,0.0790714670166661,0.000260833690721016,0.00142704513874132
"CACFD1",27.8877750486845,0.497714950609168,0.151783375871751,0.000261093575719528,0.00142769800005202
"TECPR1",130.255427756253,0.406463151623479,0.11853344845214,0.000261112673087512,0.00142769800005202
"SLC29A2",28.9388507793316,0.524146559963492,0.16282917042934,0.000261331260008509,0.00142802003826831
"TRIM52",215.189333600238,-0.258735877218513,0.0724844333122874,0.000261300299692181,0.00142802003826831
"FGR",1727.36156415991,0.374300766075677,0.107939481014372,0.000261472952974014,0.00142835789979849
"SRPK3",20.2528920795857,0.487168839949001,0.147663313950387,0.000262141282464498,0.00143157155324505
"TAF10",196.860891001035,0.237571486972303,0.0663256652128179,0.000262351982668125,0.00143228486264329
"CDK5RAP3",343.544544912727,0.204380238719184,0.0567870779036425,0.000263502694798216,0.00143812807337995
"NPIPB3",634.653191043765,0.478577038243729,0.144486899475473,0.00026512232913949,0.0014465261917815
"ZSWIM4",42.8576154830068,0.498585323240931,0.152365192295074,0.00026541763893552,0.00144769578297096
"GAS8",16.2690426932737,0.569649214299976,0.185080923210559,0.000265529887147794,0.00144786647306046
"FYTTD1",158.919345668641,-0.261569086978033,0.0734181306986873,0.000266206595473586,0.00145111397745964
"PPIAP89",3.98430152712152,-0.620984749546311,0.291908103474323,0.000267376613050924,0.00145704775271657
"ZSCAN26",42.9541146512103,-0.329093846350835,0.0938337884554538,0.000267999640570989,0.00145999804191658
"CANT1",490.270942339267,0.346145406221347,0.0991870278708523,0.000268996964031649,0.00146498498833923
"ARHGEF5",33.2143546467251,0.601345846435571,0.205414283537978,0.000269092523372951,0.0014650592939194
"NAB2",57.1604977699269,0.376256589907096,0.108823869334115,0.000269211913532054,0.00146526326035325
"MFSD8",110.913649730426,-0.285749756577755,0.0806700227976564,0.000269406342932878,0.00146587540108139
"INTS11",215.76244359558,0.361553368637221,0.10409625810607,0.000269653711225613,0.00146677512934005
"RNF103-CHMP3",25.7984924919746,0.528828877329366,0.165414071155235,0.000269806141037932,0.00146715805182834
"STING1",269.069690836885,0.340429188067553,0.0974514307904518,0.000271127266629917,0.00147389397072221
"DGKE",88.0445114827475,-0.328025855856057,0.0935978469147177,0.000271563764995241,0.00147581827315098
"OTUD3",57.8885800059945,-0.285397165514941,0.0806146006064595,0.000271653899377877,0.00147585965685703
"NOL12",98.6921023761253,0.292652627347977,0.0828039874552413,0.00027204417310905,0.00147753113758134
"PTBP2",83.8259309436323,-0.383827805172267,0.111458616669297,0.000274160946973375,0.00148857575489338
"ZNF518B",151.088474474117,-0.358578366873036,0.103315138246614,0.00027534635455363,0.00149455828564239
"CEP76",28.464445705317,-0.377517566202563,0.109439191565647,0.000275629816543033,0.00149564298206072
"ANO9",130.735124478858,0.463258606360574,0.139233384938856,0.000276727108733129,0.00150114174694935
"ACSF3",423.062507176594,0.225776898340356,0.0631614902316059,0.000276934865441639,0.00150181324088045
"CYP51A1",34.8219705359257,-0.35106131266774,0.100991295091364,0.000277767428808592,0.00150587161692685
"WDR81",139.18227418969,0.618916372808476,0.22309564218591,0.000278110985197699,0.00150727726371541
"HDGFL3",177.482920912497,-0.306710039428135,0.0872136764446308,0.00027833591721067,0.00150758264061564
"SARNP",47.6451203469939,-0.371584095963711,0.107590581443809,0.000278264642364196,0.00150758264061564
"HMGA1",236.841822756705,0.374653414478312,0.10862797300892,0.000279545867217812,0.00151367781870741
"ZNF417",152.231638018391,-0.236457007589033,0.0663293608133588,0.000280608246701916,0.00151897048797329
"SHMT2",98.9069297811346,0.368353255015689,0.106645044625506,0.000281602285437054,0.00152389012860566
"CNOT6L",261.32919514134,-0.54136509078956,0.171972486275987,0.000282402549072974,0.00152775849672418
"SSBP2",143.868954866359,0.30971192423429,0.0882469742989133,0.000283179453316115,0.00153149819248827
"CDK16",131.043132642158,0.257222896169231,0.0724941114197913,0.000284399029808514,0.00153740928215853
"NOXA1",17.8961943682442,0.5330570133282,0.168224920247135,0.000284444356425081,0.00153740928215853
"SFXN1",128.8836405861,-0.295186111615017,0.0838649958051623,0.00028509644626947,0.00154046826028081
"SNTB2",8.53885102975306,0.627537298987785,0.240960354838259,0.000285750893937228,0.00154353812687023
"PKN3",14.836181222982,0.550702444963938,0.176757699731213,0.00028609802677461,0.00154494662103379
"CD3E",271.137078749201,0.524793395227944,0.164603397818879,0.000286297198185517,0.00154555550544762
"PNPLA7",35.630551624689,0.478328149928095,0.145409251571146,0.000286611620325286,0.00154678600769998
"GALK1",52.2731535900186,0.431553250973945,0.128147000551046,0.000286918849924848,0.00154797696256589
"AP3S1",47.8554737086054,-0.349781429964174,0.100897763893173,0.000288974940223577,0.00155859976052433
"IMPG2",13.3119683314625,-0.471626481692146,0.142992943275419,0.000290248204664302,0.00156499521869793
"NFU1",15.3863580988125,-0.468730604015302,0.141907973075098,0.000290685020319769,0.00156678036130405
"ZNF567",33.8865178878016,-0.434727821607859,0.129418463103319,0.000290754488072023,0.00156678036130405
"SPRYD3",200.556881922555,0.37079509379594,0.10771640155735,0.000290937615895486,0.00156729495791891
"TBPL1",70.2434299153846,-0.417979904023971,0.123562656767604,0.000291441735356264,0.00156953792136308
"OR10G4",18.2105995615183,-0.508193986172132,0.157740087677709,0.000292152073019313,0.00157276326854577
"RCC1L",90.2771361618881,0.36183304975179,0.104849132697632,0.00029221651335631,0.00157276326854577
"GALNT7",118.545268592112,-0.307999485761845,0.0879425102106321,0.00029258886777888,0.00157429359212553
"KDM8",26.470592111211,0.454404224185242,0.136630293273588,0.000292790457731719,0.00157490446211483
"ARAP2",292.804347052896,-0.318695590916973,0.0912807370318554,0.000294339828415807,0.00158228669408377
"RASA4B",105.02533366168,0.508646103564615,0.158043432761421,0.000294299660226838,0.00158228669408377
"KCNJ13",6.01514355471071,0.627379921547307,0.246932448562402,0.000294581923247627,0.0015831122888473
"RPS28",644.180881970947,0.443881072157387,0.13289280508924,0.000295611117149945,0.00158816606495247
"SPOCK2",1361.69359761256,0.435099829517282,0.129745893916953,0.000295915449068425,0.00158932366564228
"HELQ",67.8252426578353,-0.324478642415534,0.0931231776621908,0.000296259478202257,0.00159069371589534
"RBAK",62.293291914534,-0.464754765948984,0.140669696840502,0.000296933489152878,0.00159383416971766
"AP3D1",163.084341894723,0.500785527242583,0.154954799847804,0.000298241000879169,0.00160037212742992
"GATD1",149.428534530005,0.286744048695508,0.0816074918663617,0.000298968196443288,0.00160379309939658
"NAPEPLD",64.5670369729149,-0.31955621182483,0.0916623476250653,0.000299151044819367,0.00160429278458602
"PPM1G",172.018442700174,0.23825846310835,0.0671761384172903,0.000299315978958338,0.00160469612819841
"JAG2",4.15340713358388,0.624785778329387,0.239466235553972,0.000300635946298688,0.00161128975113936
"FEM1B",193.546376629899,-0.230170243076778,0.0648366739680495,0.000301138878840131,0.00161350175196397
"CFL2",3.05470003185688,-0.5943375613388,0.338143062602289,0.000302398212959628,0.0016197640128131
"MFNG",187.67626377902,0.413997259902038,0.122573225580449,0.000302672338933703,0.00162074694066745
"ZFP3",51.4762805232457,-0.405159186974679,0.119548412251551,0.000303084137516096,0.00162246626742753
"NINJ2",112.962666468231,0.516797503651415,0.162018240529112,0.000303190648313689,0.00162255079146928
"KSR1",239.982703855388,0.314545355113198,0.0902510468487049,0.000305243802543724,0.0016330497781916
"NUP35",32.3239216733983,-0.359559170062479,0.104507395122117,0.000306294760836526,0.00163818235573004
"UGGT2",38.0382607512373,-0.401016024265823,0.118266649648725,0.000307123639970863,0.00164212445467231
"PHOSPHO2",5.88931118311872,-0.61910077957052,0.229731500648759,0.000308298658028105,0.0016479143750247
"SLC17A7",16.6896549722798,0.493171285971172,0.152388994733504,0.000309919799100363,0.00165608473466089
"ANKFY1",473.066882173048,0.377959363687019,0.110641482962122,0.000310558803673167,0.00165900364507007
"MTA2",336.143441560019,0.275975178137751,0.0785941193219739,0.000310837522184218,0.00165999674059861
"MUL1",81.17260511274,0.355306292495567,0.103291100024223,0.000312132199216721,0.00166641324865405
"SOS2",486.917824230147,-0.39436261778983,0.116172873619845,0.000312275162087525,0.0016666789835677
"PAK1IP1",12.7701040368669,-0.504894830319027,0.15738077902627,0.000312528130477567,0.00166753150763463
"SCAMP3",91.9623398596248,0.348869990209087,0.101237324528523,0.000312693977920182,0.00166791881750744
"CELSR3",22.9374046219294,0.520035954033412,0.163990676010386,0.000313379587869893,0.00167107749822691
"TTC38",116.615375934478,0.424968500049128,0.126815728528222,0.000314524242801194,0.0016766813956779
"ATP5MC2",157.038667978724,0.386129729182177,0.113485327341369,0.000314905266244394,0.00167821236197288
"OSBPL9",240.556261432603,-0.236544814175589,0.066950275938078,0.000316362846174185,0.00168547795764829
"BROX",218.123420343501,-0.340355744301703,0.0986249386698479,0.000316866871886336,0.00168766051330766
"C19orf47",59.3526954916302,0.335913700528019,0.0972371065060315,0.000317771540121585,0.00169197499109096
"MED7",33.6943251781826,-0.411907480811757,0.122364053297723,0.00031818960427452,0.001693192821318
"PLA2G6",97.256716079155,0.440479833963156,0.13250511356136,0.000318137954112839,0.001693192821318
"LMBR1L",198.064170309129,0.212832629707216,0.0600403139497971,0.000318599148912872,0.00169486786981163
"C7orf50",96.8548128233012,0.392352981351803,0.115736776875307,0.000320279760202642,0.00170330166851747
"TOMM6",24.649814094052,-0.557308871708647,0.182585108078356,0.0003218180672846,0.00171097388031661
"PTPN12",350.461282285956,-0.402127266481424,0.119117431657383,0.000322127224377357,0.00171210859078426
"CCDC17",51.9163649709763,0.383726780577747,0.112917829729211,0.000322999949585238,0.00171623710586215
"NOL7",44.5457345195482,-0.392144902378646,0.115791009430122,0.000324466033054402,0.00172351499886486
"ECE1",1082.26460820412,0.385086509076751,0.113455753130217,0.000325879227536684,0.00172999405891766
"SLC35B3",43.0272272013202,-0.347583611870049,0.101157009296477,0.000325837252609066,0.00172999405891766
"CNEP1R1",46.2276348723849,-0.592628953639381,0.205072821109993,0.000326715350483852,0.00173391811376964
"SEPTIN11",55.6775328477833,-0.335908175149467,0.097457899409086,0.000327077742611563,0.0017349384155296
"TSPY26P",47.3335529322021,0.330264700171812,0.0956705903222865,0.000327101612365995,0.0017349384155296
"AK9",50.7811955769134,-0.339317642206888,0.098568227225821,0.000328144943791725,0.001739956216933
"C2orf88",96.7396855933145,-0.473659009890218,0.14539833518259,0.00032826642709577,0.00174008448387903
"SESN2",66.1708002101571,0.364772254451376,0.106798062026165,0.00032846965328654,0.00174064585156438
"RRP15",38.8549939669269,-0.363496147114979,0.106420658611816,0.000330002105794371,0.00174824871508659
"HSD17B12",66.0126247043311,-0.318169333166761,0.0919578434122145,0.000331121971472689,0.00175366196617976
"MLST8",50.4648974222282,0.387759057605735,0.114512036910953,0.000331390246057692,0.00175456321810001
"MTND1P23",35.5530878215569,-0.621866324678979,0.255568141207859,0.000332413676384885,0.00175907649141126
"RNASE2",26.1546960935073,-0.605803045135071,0.217202920605159,0.00033243939284149,0.00175907649141126
"EFTUD2",267.722101117101,0.200772247185947,0.0567277452989975,0.000333226738386515,0.00176272115233446
"P3H1",119.638324249029,0.296169095751246,0.0852363827679082,0.000336178734186712,0.0017778109582878
"OXSM",10.2849168241544,-0.523754353240377,0.166922408763922,0.000337187043158349,0.00178261610017353
"TFR2",36.018154503063,0.50741663848032,0.159666420552715,0.000337556470523712,0.00178404180712665
"STRN3",94.3379556185714,-0.246557626793479,0.0702627296921213,0.000338239678717638,0.00178712456539585
"SMIM15",36.8732430709335,-0.425772659690739,0.127940503317328,0.000339539515848446,0.00179346256377716
"ZBP1",333.327918138976,0.491316595329468,0.152995460443955,0.000340306047804328,0.00179698071006212
"ELOVL7",40.5168552836228,-0.593605947697705,0.207250587239084,0.000340834425956215,0.00179923958330192
"MRPL30",81.6613853194832,-0.282912993716925,0.0812673192188411,0.000341064375327833,0.00179992220499802
"MRPL46",33.3042703769807,-0.410751861445854,0.122716760555141,0.000342164122639685,0.00180519331369049
"LPGAT1",529.852318856771,-0.383506702719068,0.113424324298485,0.000343678135304784,0.00181264625477029
"TMEM8B",72.6793958184254,0.332511123084869,0.0967698643658514,0.000344088969371945,0.00181427807111357
"HNRNPF",548.138512555627,0.205545017985406,0.0582809975951536,0.000346031956998678,0.0018234477168301
"KHSRP",250.76157149551,0.287018915803694,0.0826145520600704,0.000346013214339165,0.0018234477168301
"HNRNPH3",187.147135386604,-0.367360535034042,0.108124580107941,0.000346776285919542,0.00182683177427718
